,ref,original_image,posicao,cor,modelo,marca,tipo,carro_masks,emblema_logotipo_masks,emblema_modelo_masks,emblema_marca_masks
210,CAR00210,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_2011_002.jpg,frente,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00210.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00210.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00210.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00210.png
211,CAR00211,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_005.jpg,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00211.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00211.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00211.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00211.png
212,CAR00212,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_vermelho_020.jpg,lateral_traseira,vermelho,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00212.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00212.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00212.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00212.png
213,CAR00213,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_vermelho_007.jpg,frente_lateral,vermelho,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00213.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00213.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00213.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00213.png
214,CAR00214,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_marrom_001.jpg,frente_lateral,marrom,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00214.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00214.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00214.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00214.png
215,CAR00215,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_marrom_2017_001.jpg,lateral_traseira,marrom,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00215.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00215.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00215.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00215.png
216,CAR00216,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_prata_2011_002.jpg,frente,prata,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00216.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00216.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00216.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00216.png
217,CAR00217,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_016.jpg,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00217.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00217.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00217.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00217.png
218,CAR00218,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_vermelho_004.jpg,frente_lateral,vermelho,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00218.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00218.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00218.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00218.png
219,CAR00219,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_verde_003.jpg,traseira,prata,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00219.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00219.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00219.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00219.png
220,CAR00220,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_009.jpg,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00220.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00220.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00220.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00220.png
221,CAR00221,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_004.jpg,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00221.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00221.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00221.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00221.png
222,CAR00222,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_013.jpg,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00222.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00222.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00222.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00222.png
223,CAR00223,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_vermelho_008.jpg,lateral_traseira,vermelho,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00223.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00223.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00223.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00223.png
224,CAR00224,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_008.jpg,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00224.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00224.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00224.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00224.png
225,CAR00225,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_019.jpg,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00225.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00225.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00225.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00225.png
226,CAR00226,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_verde_005.jpg,frente_lateral,verde,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00226.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00226.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00226.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00226.png
227,CAR00227,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_018.jpg,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00227.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00227.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00227.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00227.png
228,CAR00228,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_001.jpg,frente,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00228.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00228.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00228.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00228.png
229,CAR00229,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_vermelho_005.jpg,frente_lateral,vermelho,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00229.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00229.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00229.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00229.png
230,CAR00230,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_prata_2017_012.jpg,frente_lateral,prata,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00230.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00230.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00230.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00230.png
231,CAR00231,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_prata_2011_001.jpg,frente_lateral,prata,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00231.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00231.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00231.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00231.png
232,CAR00232,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_prata_2017_011.jpg,frente_lateral,prata,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00232.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00232.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00232.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00232.png
233,CAR00233,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_010.jpg,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00233.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00233.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00233.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00233.png
234,CAR00234,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_prata_2019_001.jpg,frente_lateral,prata,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00234.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00234.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00234.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00234.png
235,CAR00235,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_007.jpg,lateral_traseira,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00235.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00235.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00235.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00235.png
236,CAR00236,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_prata_2017_007.jpg,frente_lateral,prata,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00236.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00236.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00236.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00236.png
237,CAR00237,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_2011_001.jpg,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00237.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00237.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00237.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00237.png
238,CAR00238,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_012.jpg,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00238.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00238.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00238.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00238.png
239,CAR00239,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_006.png,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00239.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00239.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00239.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00239.png
240,CAR00240,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_014.JPG,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00240.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00240.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00240.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00240.png
241,CAR00241,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_011.jpg,frente_lateral,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00241.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00241.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00241.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00241.png
242,CAR00242,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_vermelho_003.jpg,frente_lateral,vermelho,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00242.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00242.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00242.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00242.png
243,CAR00243,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_vermelho_006.jpg,frente,vermelho,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00243.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00243.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00243.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00243.png
244,CAR00244,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_vermelho_021.jpg,frente_lateral,vermelho,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00244.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00244.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00244.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00244.png
245,CAR00245,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_azul_002.jpeg,frente,azul,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00245.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00245.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00245.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00245.png
246,CAR00246,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_verde_004.jpg,frente_lateral,prata,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00246.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00246.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00246.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00246.png
247,CAR00247,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/360x240.jpg,frente_lateral,bege,hb20,hyundai,sedan,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00247.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00247.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00247.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00247.png
248,CAR00248,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/0_1344914272083.jpg,frente_lateral,vermelho,hb20,hyundai,hatch,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00248.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00248.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00248.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00248.png
249,CAR00249,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2013_20Hyundai_20HB20S_20006.jpg,frente_lateral,prata,hb20,hyundai,sedan,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00249.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00249.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00249.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00249.png
250,CAR00250,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2013_20Hyundai_20HB20S_20002.jpg,traseira,prata,hb20,hyundai,sedan,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00250.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00250.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00250.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00250.png
251,CAR00251,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2013_20Hyundai_20HB20X_20004.jpg,lateral_traseira,marrom,hb20,hyundai,hatch,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00251.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00251.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00251.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00251.png
252,CAR00252,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/1200x800.jpg,frente_lateral,marrom,hb20,hyundai,hatch,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00252.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00252.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00252.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00252.png
253,CAR00253,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/chevrolet_astra_2004_prata_001.jpg,frente,prata,astra,chevrolet,sedan,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00253.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00253.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00253.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00253.png
254,CAR00254,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/1599px-BSB_03_2013_Hyundai_HB20_Flex_6208_w_flex_badge.jpg,lateral_traseira,azul,hb20,hyundai,hatch,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00254.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00254.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00254.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00254.png
255,CAR00255,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/chevrolet_astra_2000_azul_003.jpg,frente_lateral,azul,astra,chevrolet,sedan,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00255.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00255.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00255.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00255.png
256,CAR00256,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_169.jpg,frente_lateral,branco,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00256.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00256.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00256.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00256.png
